"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032886","GO:0032886","regulation of microtubule-based process","4/411","67/5021",0.810379201451178,0.976930265096007,0.887064935791828,"RPS3/SEMG1/SEMG2/HSPA1B",4
"GO:0045017","GO:0045017","glycerolipid biosynthetic process","4/411","67/5021",0.810379201451178,0.976930265096007,0.887064935791828,"SLC44A4/SOCS3/LPL/DPM3",4
"GO:0051603","GO:0051603","proteolysis involved in cellular protein catabolic process","20/411","287/5021",0.810545988993545,0.976930265096007,0.887064935791828,"CALR/HSP90AB1/RPL23/XBP1/HSPA5/CLU/RPL11/RPS27A/UBB/RPL5/RACK1/PSME1/ISG15/RPS7/UBA52/ELOB/SEC61B/CAV1/GPX1/HSPA1B",20
"GO:0010469","GO:0010469","regulation of signaling receptor activity","3/411","52/5021",0.810828820193738,0.976930265096007,0.887064935791828,"PSCA/CCL2/ERRFI1",3
"GO:0071621","GO:0071621","granulocyte chemotaxis","3/411","52/5021",0.810828820193738,0.976930265096007,0.887064935791828,"CD74/MDK/CCL2",3
"GO:1903076","GO:1903076","regulation of protein localization to plasma membrane","3/411","52/5021",0.810828820193738,0.976930265096007,0.887064935791828,"ACTB/RACK1/VAMP8",3
"GO:0010975","GO:0010975","regulation of neuron projection development","10/411","153/5021",0.815862155004196,0.976930265096007,0.887064935791828,"HSPA5/B2M/LGALS1/FLNA/PDLIM5/MDK/EIF4G2/PTN/FN1/AGT",10
"GO:0030522","GO:0030522","intracellular receptor signaling pathway","6/411","97/5021",0.817511774338769,0.976930265096007,0.887064935791828,"CALR/PMEPA1/ALOX15B/NR4A1/LBH/HSPA1B",6
"GO:0002224","GO:0002224","toll-like receptor signaling pathway","2/411","37/5021",0.818663107223266,0.976930265096007,0.887064935791828,"LTF/CAV1",2
"GO:0006352","GO:0006352","DNA-templated transcription, initiation","2/411","37/5021",0.818663107223266,0.976930265096007,0.887064935791828,"CAVIN1/JUN",2
"GO:0010717","GO:0010717","regulation of epithelial to mesenchymal transition","2/411","37/5021",0.818663107223266,0.976930265096007,0.887064935791828,"MDK/COL1A1",2
"GO:0043297","GO:0043297","apical junction assembly","2/411","37/5021",0.818663107223266,0.976930265096007,0.887064935791828,"CLDN4/CLDN3",2
"GO:0044264","GO:0044264","cellular polysaccharide metabolic process","2/411","37/5021",0.818663107223266,0.976930265096007,0.887064935791828,"GNMT/PYGB",2
"GO:1904063","GO:1904063","negative regulation of cation transmembrane transport","2/411","37/5021",0.818663107223266,0.976930265096007,0.887064935791828,"YWHAE/CAV1",2
"GO:0000387","GO:0000387","spliceosomal snRNP assembly","1/411","20/5021",0.819388693728876,0.976930265096007,0.887064935791828,"SNRPD2",1
"GO:0003170","GO:0003170","heart valve development","1/411","20/5021",0.819388693728876,0.976930265096007,0.887064935791828,"CCN1",1
"GO:0003281","GO:0003281","ventricular septum development","1/411","20/5021",0.819388693728876,0.976930265096007,0.887064935791828,"CCN1",1
"GO:0003407","GO:0003407","neural retina development","1/411","20/5021",0.819388693728876,0.976930265096007,0.887064935791828,"PTN",1
"GO:0006513","GO:0006513","protein monoubiquitination","1/411","20/5021",0.819388693728876,0.976930265096007,0.887064935791828,"UBB",1
"GO:0006584","GO:0006584","catecholamine metabolic process","1/411","20/5021",0.819388693728876,0.976930265096007,0.887064935791828,"MAOB",1
"GO:0006767","GO:0006767","water-soluble vitamin metabolic process","1/411","20/5021",0.819388693728876,0.976930265096007,0.887064935791828,"ACP3",1
"GO:0008333","GO:0008333","endosome to lysosome transport","1/411","20/5021",0.819388693728876,0.976930265096007,0.887064935791828,"RHOB",1
"GO:0008589","GO:0008589","regulation of smoothened signaling pathway","1/411","20/5021",0.819388693728876,0.976930265096007,0.887064935791828,"RACK1",1
"GO:0009712","GO:0009712","catechol-containing compound metabolic process","1/411","20/5021",0.819388693728876,0.976930265096007,0.887064935791828,"MAOB",1
"GO:0021675","GO:0021675","nerve development","1/411","20/5021",0.819388693728876,0.976930265096007,0.887064935791828,"RPL24",1
"GO:0030225","GO:0030225","macrophage differentiation","1/411","20/5021",0.819388693728876,0.976930265096007,0.887064935791828,"HLA-DRB1",1
"GO:0035019","GO:0035019","somatic stem cell population maintenance","1/411","20/5021",0.819388693728876,0.976930265096007,0.887064935791828,"LBH",1
"GO:0043403","GO:0043403","skeletal muscle tissue regeneration","1/411","20/5021",0.819388693728876,0.976930265096007,0.887064935791828,"GPX1",1
"GO:0045744","GO:0045744","negative regulation of G protein-coupled receptor signaling pathway","1/411","20/5021",0.819388693728876,0.976930265096007,0.887064935791828,"KLK14",1
"GO:0046579","GO:0046579","positive regulation of Ras protein signal transduction","1/411","20/5021",0.819388693728876,0.976930265096007,0.887064935791828,"COL3A1",1
"GO:0050873","GO:0050873","brown fat cell differentiation","1/411","20/5021",0.819388693728876,0.976930265096007,0.887064935791828,"PTGS2",1
"GO:0051353","GO:0051353","positive regulation of oxidoreductase activity","1/411","20/5021",0.819388693728876,0.976930265096007,0.887064935791828,"AGT",1
"GO:0051646","GO:0051646","mitochondrion localization","1/411","20/5021",0.819388693728876,0.976930265096007,0.887064935791828,"UBB",1
"GO:0051983","GO:0051983","regulation of chromosome segregation","1/411","20/5021",0.819388693728876,0.976930265096007,0.887064935791828,"DUSP1",1
"GO:0060443","GO:0060443","mammary gland morphogenesis","1/411","20/5021",0.819388693728876,0.976930265096007,0.887064935791828,"CAV1",1
"GO:0072089","GO:0072089","stem cell proliferation","1/411","20/5021",0.819388693728876,0.976930265096007,0.887064935791828,"ZFP36L1",1
"GO:0097120","GO:0097120","receptor localization to synapse","1/411","20/5021",0.819388693728876,0.976930265096007,0.887064935791828,"CLSTN1",1
"GO:0006643","GO:0006643","membrane lipid metabolic process","4/411","68/5021",0.819491766451093,0.976930265096007,0.887064935791828,"PSAP/CYP1B1/CCN1/DPM3",4
"GO:0010648","GO:0010648","negative regulation of cell communication","35/411","486/5021",0.820409027891265,0.976930265096007,0.887064935791828,"PSCA/PEBP1/ENO1/CALR/TMSB4X/PMEPA1/XBP1/HSPA5/CD74/LTF/CLU/GDF15/LBH/TMBIM6/SPINK1/RACK1/APOD/EGR1/IFI6/HSPB1/ISG15/MDK/ARF1/TPT1/KLK14/SOCS3/TCIM/ERRFI1/DUSP1/PTGS2/CHGA/AGT/CAV1/GPX1/HSPA1B",35
"GO:0023057","GO:0023057","negative regulation of signaling","35/411","486/5021",0.820409027891265,0.976930265096007,0.887064935791828,"PSCA/PEBP1/ENO1/CALR/TMSB4X/PMEPA1/XBP1/HSPA5/CD74/LTF/CLU/GDF15/LBH/TMBIM6/SPINK1/RACK1/APOD/EGR1/IFI6/HSPB1/ISG15/MDK/ARF1/TPT1/KLK14/SOCS3/TCIM/ERRFI1/DUSP1/PTGS2/CHGA/AGT/CAV1/GPX1/HSPA1B",35
"GO:2001257","GO:2001257","regulation of cation channel activity","3/411","53/5021",0.821011139233484,0.976930265096007,0.887064935791828,"TMSB4X/CCL2/CAV1",3
"GO:0050679","GO:0050679","positive regulation of epithelial cell proliferation","5/411","83/5021",0.821400854558867,0.976930265096007,0.887064935791828,"XBP1/NR4A1/MDK/B4GALT1/PTN",5
"GO:1903532","GO:1903532","positive regulation of secretion by cell","7/411","112/5021",0.822652888378831,0.976930265096007,0.887064935791828,"OR51E2/SDC4/CD177/ARF1/HLA-DRB1/VAMP8/AGT",7
"GO:0032409","GO:0032409","regulation of transporter activity","6/411","98/5021",0.825031189777369,0.976930265096007,0.887064935791828,"YWHAE/TMSB4X/ACTB/CCL2/CAV1/FHL1",6
"GO:0045892","GO:0045892","negative regulation of transcription, DNA-templated","27/411","383/5021",0.826038887266645,0.976930265096007,0.887064935791828,"TXN/H1-2/ENO1/CALR/HSPA8/RPL23/SPDEF/FLNA/PRDX5/AEBP1/JUN/FOSB/HOXB13/ZFP36/RPL10/YBX1/H1-0/LBH/TMBIM6/SCGB1A1/EGR1/BASP1/BHLHE40/TXNIP/MAGEH1/YWHAQ/CAV1",27
"GO:0070201","GO:0070201","regulation of establishment of protein localization","16/411","237/5021",0.827530002767856,0.976930265096007,0.887064935791828,"YWHAE/TXN/HSP90AB1/HSPA8/FLNA/OR51E2/RACK1/APOD/ARF1/HLA-DRB1/RHOU/PTGS2/ERP29/CHGA/CDH1/SFN",16
"GO:0008202","GO:0008202","steroid metabolic process","8/411","127/5021",0.828176756519423,0.976930265096007,0.887064935791828,"CYP1B1/ACLY/HDLBP/IGFBP7/EGR1/TSPO/CYP27A1/AGT",8
"GO:1902679","GO:1902679","negative regulation of RNA biosynthetic process","27/411","384/5021",0.829973024617488,0.976930265096007,0.887064935791828,"TXN/H1-2/ENO1/CALR/HSPA8/RPL23/SPDEF/FLNA/PRDX5/AEBP1/JUN/FOSB/HOXB13/ZFP36/RPL10/YBX1/H1-0/LBH/TMBIM6/SCGB1A1/EGR1/BASP1/BHLHE40/TXNIP/MAGEH1/YWHAQ/CAV1",27
"GO:1903507","GO:1903507","negative regulation of nucleic acid-templated transcription","27/411","384/5021",0.829973024617488,0.976930265096007,0.887064935791828,"TXN/H1-2/ENO1/CALR/HSPA8/RPL23/SPDEF/FLNA/PRDX5/AEBP1/JUN/FOSB/HOXB13/ZFP36/RPL10/YBX1/H1-0/LBH/TMBIM6/SCGB1A1/EGR1/BASP1/BHLHE40/TXNIP/MAGEH1/YWHAQ/CAV1",27
"GO:0006112","GO:0006112","energy reserve metabolic process","2/411","38/5021",0.83013109696644,0.976930265096007,0.887064935791828,"GNMT/PYGB",2
"GO:0021782","GO:0021782","glial cell development","2/411","38/5021",0.83013109696644,0.976930265096007,0.887064935791828,"CLU/MDK",2
"GO:0042471","GO:0042471","ear morphogenesis","2/411","38/5021",0.83013109696644,0.976930265096007,0.887064935791828,"SLC44A4/TCAP",2
"GO:0048640","GO:0048640","negative regulation of developmental growth","2/411","38/5021",0.83013109696644,0.976930265096007,0.887064935791828,"GDF15/CDKN1A",2
"GO:0061387","GO:0061387","regulation of extent of cell growth","2/411","38/5021",0.83013109696644,0.976930265096007,0.887064935791828,"EIF4G2/FN1",2
"GO:0007009","GO:0007009","plasma membrane organization","3/411","54/5021",0.830723742504322,0.976930265096007,0.887064935791828,"CLU/SERPINA5/CAV1",3
"GO:0009952","GO:0009952","anterior/posterior pattern specification","3/411","54/5021",0.830723742504322,0.976930265096007,0.887064935791828,"BASP1/TCAP/BHLHE40",3
"GO:0032200","GO:0032200","telomere organization","3/411","54/5021",0.830723742504322,0.976930265096007,0.887064935791828,"HSP90AA1/HSP90AB1/NOP10",3
"GO:0045664","GO:0045664","regulation of neuron differentiation","3/411","54/5021",0.830723742504322,0.976930265096007,0.887064935791828,"CALR/B2M/PCP4",3
"GO:0045667","GO:0045667","regulation of osteoblast differentiation","3/411","54/5021",0.830723742504322,0.976930265096007,0.887064935791828,"LTF/CCN1/JUND",3
"GO:0099111","GO:0099111","microtubule-based transport","3/411","54/5021",0.830723742504322,0.976930265096007,0.887064935791828,"HSPA8/UBB/HSPB1",3
"GO:0010498","GO:0010498","proteasomal protein catabolic process","13/411","197/5021",0.831482116841775,0.976930265096007,0.887064935791828,"CALR/HSP90AB1/HSPA5/CLU/RPL11/UBB/RACK1/PSME1/ELOB/SEC61B/CAV1/GPX1/HSPA1B",13
"GO:0003018","GO:0003018","vascular process in circulatory system","6/411","99/5021",0.832303017772051,0.976930265096007,0.887064935791828,"ACTA2/ABCC4/PTGS2/AGT/CAV1/GPX1",6
"GO:0006470","GO:0006470","protein dephosphorylation","6/411","99/5021",0.832303017772051,0.976930265096007,0.887064935791828,"YWHAE/ACP3/HSP90AB1/PPP1R1B/MYH3/DUSP1",6
"GO:0009150","GO:0009150","purine ribonucleotide metabolic process","9/411","142/5021",0.833856613507983,0.976930265096007,0.887064935791828,"TPI1/ENO1/TMSB4X/MCCC2/ACLY/FASN/GAPDH/PDK4/ATP5F1B",9
"GO:0006024","GO:0006024","glycosaminoglycan biosynthetic process","1/411","21/5021",0.834231974448219,0.976930265096007,0.887064935791828,"CHPF",1
"GO:0008038","GO:0008038","neuron recognition","1/411","21/5021",0.834231974448219,0.976930265096007,0.887064935791828,"VSTM2L",1
"GO:0009988","GO:0009988","cell-cell recognition","1/411","21/5021",0.834231974448219,0.976930265096007,0.887064935791828,"B4GALT1",1
"GO:0010463","GO:0010463","mesenchymal cell proliferation","1/411","21/5021",0.834231974448219,0.976930265096007,0.887064935791828,"PTN",1
"GO:0030520","GO:0030520","intracellular estrogen receptor signaling pathway","1/411","21/5021",0.834231974448219,0.976930265096007,0.887064935791828,"LBH",1
"GO:0030835","GO:0030835","negative regulation of actin filament depolymerization","1/411","21/5021",0.834231974448219,0.976930265096007,0.887064935791828,"LMOD1",1
"GO:0030970","GO:0030970","retrograde protein transport, ER to cytosol","1/411","21/5021",0.834231974448219,0.976930265096007,0.887064935791828,"SEC61B",1
"GO:0032873","GO:0032873","negative regulation of stress-activated MAPK cascade","1/411","21/5021",0.834231974448219,0.976930265096007,0.887064935791828,"DUSP1",1
"GO:0033013","GO:0033013","tetrapyrrole metabolic process","1/411","21/5021",0.834231974448219,0.976930265096007,0.887064935791828,"TSPO",1
"GO:0033059","GO:0033059","cellular pigmentation","1/411","21/5021",0.834231974448219,0.976930265096007,0.887064935791828,"CD63",1
"GO:0034205","GO:0034205","amyloid-beta formation","1/411","21/5021",0.834231974448219,0.976930265096007,0.887064935791828,"CLU",1
"GO:0035088","GO:0035088","establishment or maintenance of apical/basal cell polarity","1/411","21/5021",0.834231974448219,0.976930265096007,0.887064935791828,"CLIC4",1
"GO:0043090","GO:0043090","amino acid import","1/411","21/5021",0.834231974448219,0.976930265096007,0.887064935791828,"AGT",1
"GO:0044728","GO:0044728","DNA methylation or demethylation","1/411","21/5021",0.834231974448219,0.976930265096007,0.887064935791828,"FOS",1
"GO:0045913","GO:0045913","positive regulation of carbohydrate metabolic process","1/411","21/5021",0.834231974448219,0.976930265096007,0.887064935791828,"SLC45A3",1
"GO:0046148","GO:0046148","pigment biosynthetic process","1/411","21/5021",0.834231974448219,0.976930265096007,0.887064935791828,"TSPO",1
"GO:0046622","GO:0046622","positive regulation of organ growth","1/411","21/5021",0.834231974448219,0.976930265096007,0.887064935791828,"BASP1",1
"GO:0060986","GO:0060986","endocrine hormone secretion","1/411","21/5021",0.834231974448219,0.976930265096007,0.887064935791828,"AGT",1
"GO:0061053","GO:0061053","somite development","1/411","21/5021",0.834231974448219,0.976930265096007,0.887064935791828,"TCAP",1
"GO:0061245","GO:0061245","establishment or maintenance of bipolar cell polarity","1/411","21/5021",0.834231974448219,0.976930265096007,0.887064935791828,"CLIC4",1
"GO:0070303","GO:0070303","negative regulation of stress-activated protein kinase signaling cascade","1/411","21/5021",0.834231974448219,0.976930265096007,0.887064935791828,"DUSP1",1
"GO:0098661","GO:0098661","inorganic anion transmembrane transport","1/411","21/5021",0.834231974448219,0.976930265096007,0.887064935791828,"SLC26A3",1
"GO:1902475","GO:1902475","L-alpha-amino acid transmembrane transport","1/411","21/5021",0.834231974448219,0.976930265096007,0.887064935791828,"AGT",1
"GO:1902991","GO:1902991","regulation of amyloid precursor protein catabolic process","1/411","21/5021",0.834231974448219,0.976930265096007,0.887064935791828,"CLU",1
"GO:1903214","GO:1903214","regulation of protein targeting to mitochondrion","1/411","21/5021",0.834231974448219,0.976930265096007,0.887064935791828,"RHOU",1
"GO:1903513","GO:1903513","endoplasmic reticulum to cytosol transport","1/411","21/5021",0.834231974448219,0.976930265096007,0.887064935791828,"SEC61B",1
"GO:0006874","GO:0006874","cellular calcium ion homeostasis","8/411","128/5021",0.834568090003288,0.976930265096007,0.887064935791828,"YWHAE/CALR/CD24/TMBIM6/TPT1/TRPM8/AGT/CAV1",8
"GO:0018108","GO:0018108","peptidyl-tyrosine phosphorylation","8/411","128/5021",0.834568090003288,0.976930265096007,0.887064935791828,"CD24/CD74/SPINK1/RACK1/SOCS3/ERRFI1/AGT/CAV1",8
"GO:0018212","GO:0018212","peptidyl-tyrosine modification","8/411","128/5021",0.834568090003288,0.976930265096007,0.887064935791828,"CD24/CD74/SPINK1/RACK1/SOCS3/ERRFI1/AGT/CAV1",8
"GO:0007548","GO:0007548","sex differentiation","5/411","85/5021",0.837004064426281,0.979427805157776,0.889332733498262,"HSPA5/FLNA/UBB/BASP1/CSDE1",5
"GO:0044262","GO:0044262","cellular carbohydrate metabolic process","6/411","100/5021",0.839331465510267,0.97943622560522,0.889340379370171,"TPI1/SLC45A3/GNMT/PYGB/B4GALT1/PDK4",6
"GO:0007264","GO:0007264","small GTPase mediated signal transduction","9/411","143/5021",0.83979558815752,0.97943622560522,0.889340379370171,"COL1A2/JUN/BRK1/CDC42EP5/RHOU/CDKN1A/RHOB/YWHAQ/COL3A1",9
"GO:0008643","GO:0008643","carbohydrate transport","3/411","55/5021",0.839981408286308,0.97943622560522,0.889340379370171,"SLC45A3/AQP2/AQP3",3
"GO:0009141","GO:0009141","nucleoside triphosphate metabolic process","3/411","55/5021",0.839981408286308,0.97943622560522,0.889340379370171,"ENO1/TMSB4X/ATP5F1B",3
"GO:0016331","GO:0016331","morphogenesis of embryonic epithelium","3/411","55/5021",0.839981408286308,0.97943622560522,0.889340379370171,"PFN1/SDC4/RPS7",3
"GO:0048015","GO:0048015","phosphatidylinositol-mediated signaling","3/411","55/5021",0.839981408286308,0.97943622560522,0.889340379370171,"ZFP36L1/FN1/AGT",3
"GO:0048017","GO:0048017","inositol lipid-mediated signaling","3/411","55/5021",0.839981408286308,0.97943622560522,0.889340379370171,"ZFP36L1/FN1/AGT",3
"GO:0071466","GO:0071466","cellular response to xenobiotic stimulus","3/411","55/5021",0.839981408286308,0.97943622560522,0.889340379370171,"CYP1B1/HSPA5/GSTA1",3
"GO:0006720","GO:0006720","isoprenoid metabolic process","2/411","39/5021",0.840942310406952,0.97943622560522,0.889340379370171,"CYP1B1/RDH11",2
"GO:0019751","GO:0019751","polyol metabolic process","2/411","39/5021",0.840942310406952,0.97943622560522,0.889340379370171,"TPI1/CYP27A1",2
"GO:0030203","GO:0030203","glycosaminoglycan metabolic process","2/411","39/5021",0.840942310406952,0.97943622560522,0.889340379370171,"SPOCK2/CHPF",2
"GO:0072676","GO:0072676","lymphocyte migration","2/411","39/5021",0.840942310406952,0.97943622560522,0.889340379370171,"APOD/CCL2",2
"GO:1905954","GO:1905954","positive regulation of lipid localization","2/411","39/5021",0.840942310406952,0.97943622560522,0.889340379370171,"LPL/CAV1",2
"GO:0030030","GO:0030030","cell projection organization","32/411","453/5021",0.842192978822541,0.980540279800939,0.890342874429672,"HSP90AA1/RPL24/HSP90AB1/HSPA5/B2M/PFN1/LGALS1/FLNA/ACTB/NPY/UBB/SDC4/TACSTD2/ABCC4/BRK1/APOD/PDLIM5/TSPO/VSTM2L/MDK/ARF1/LCN2/CDC42EP5/RHOU/EIF4G2/PTN/FN1/AGT/CDH1/CAV1/TPM1/CORO1B",32
"GO:0042063","GO:0042063","gliogenesis","7/411","115/5021",0.842751869938324,0.980749189291359,0.890532566867636,"SLC45A3/CLU/EEF2/TSPO/MDK/CCL2/PTN",7
"GO:0032412","GO:0032412","regulation of ion transmembrane transporter activity","5/411","86/5021",0.844378463124421,0.980749189291359,0.890532566867636,"YWHAE/TMSB4X/CCL2/CAV1/FHL1",5
"GO:0016125","GO:0016125","sterol metabolic process","4/411","71/5021",0.844687753979434,0.980749189291359,0.890532566867636,"CYP1B1/ACLY/HDLBP/CYP27A1",4
"GO:0017157","GO:0017157","regulation of exocytosis","4/411","71/5021",0.844687753979434,0.980749189291359,0.890532566867636,"SDC4/CD177/ARF1/VAMP8",4
"GO:0009790","GO:0009790","embryo development","23/411","335/5021",0.845450454712402,0.980749189291359,0.890532566867636,"PFN1/KRT19/CCN1/RPL13/RPS6/RPL10/YBX1/SDC4/DAD1/SLC44A4/RACK1/KRT8/BRK1/BASP1/TCAP/RPS7/SOCS3/JUNB/MYH3/DUSP1/ZFP36L1/FN1/COL1A1",23
"GO:0009798","GO:0009798","axis specification","1/411","22/5021",0.847858106148575,0.980749189291359,0.890532566867636,"BASP1",1
"GO:0015807","GO:0015807","L-amino acid transport","1/411","22/5021",0.847858106148575,0.980749189291359,0.890532566867636,"AGT",1
"GO:0016925","GO:0016925","protein sumoylation","1/411","22/5021",0.847858106148575,0.980749189291359,0.890532566867636,"EGR1",1
"GO:0018208","GO:0018208","peptidyl-proline modification","1/411","22/5021",0.847858106148575,0.980749189291359,0.890532566867636,"P4HB",1
"GO:0040014","GO:0040014","regulation of multicellular organism growth","1/411","22/5021",0.847858106148575,0.980749189291359,0.890532566867636,"GDF15",1
"GO:0046888","GO:0046888","negative regulation of hormone secretion","1/411","22/5021",0.847858106148575,0.980749189291359,0.890532566867636,"CHGA",1
"GO:0060078","GO:0060078","regulation of postsynaptic membrane potential","1/411","22/5021",0.847858106148575,0.980749189291359,0.890532566867636,"CHRNA2",1
"GO:0098930","GO:0098930","axonal transport","1/411","22/5021",0.847858106148575,0.980749189291359,0.890532566867636,"HSPB1",1
"GO:1902041","GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","1/411","22/5021",0.847858106148575,0.980749189291359,0.890532566867636,"GPX1",1
"GO:1903747","GO:1903747","regulation of establishment of protein localization to mitochondrion","1/411","22/5021",0.847858106148575,0.980749189291359,0.890532566867636,"RHOU",1
"GO:1990928","GO:1990928","response to amino acid starvation","1/411","22/5021",0.847858106148575,0.980749189291359,0.890532566867636,"CDKN1A",1
"GO:0044257","GO:0044257","cellular protein catabolic process","21/411","309/5021",0.848354351500284,0.980749189291359,0.890532566867636,"HSP90AA1/CALR/HSP90AB1/RPL23/XBP1/HSPA5/CLU/RPL11/RPS27A/UBB/RPL5/RACK1/PSME1/ISG15/RPS7/UBA52/ELOB/SEC61B/CAV1/GPX1/HSPA1B",21
"GO:0016241","GO:0016241","regulation of macroautophagy","3/411","56/5021",0.848799120559524,0.980749189291359,0.890532566867636,"CAPNS1/ATP6V1G1/GAPDH",3
"GO:0046474","GO:0046474","glycerophospholipid biosynthetic process","3/411","56/5021",0.848799120559524,0.980749189291359,0.890532566867636,"SLC44A4/SOCS3/DPM3",3
"GO:0098739","GO:0098739","import across plasma membrane","3/411","56/5021",0.848799120559524,0.980749189291359,0.890532566867636,"SLC39A6/LCN2/AGT",3
"GO:0016050","GO:0016050","vesicle organization","7/411","116/5021",0.849033876743739,0.980749189291359,0.890532566867636,"S100A10/SDC4/TMED9/ARF1/VAMP8/SPINK2/CAV1",7
"GO:0050767","GO:0050767","regulation of neurogenesis","7/411","116/5021",0.849033876743739,0.980749189291359,0.890532566867636,"B2M/TSPO/MDK/EIF4G2/BHLHE40/PTN/FN1",7
"GO:0043410","GO:0043410","positive regulation of MAPK cascade","10/411","159/5021",0.850492537294458,0.981067880031019,0.890821942057057,"CD24/CD74/GDF15/PLA2G2A/GADD45B/RPS3/CCN2/HLA-DRB1/CCL2/ERP29",10
"GO:0014066","GO:0014066","regulation of phosphatidylinositol 3-kinase signaling","2/411","40/5021",0.851127120372696,0.981067880031019,0.890821942057057,"FN1/AGT",2
"GO:0030510","GO:0030510","regulation of BMP signaling pathway","2/411","40/5021",0.851127120372696,0.981067880031019,0.890821942057057,"CCN1/FSTL1",2
"GO:0031497","GO:0031497","chromatin assembly","2/411","40/5021",0.851127120372696,0.981067880031019,0.890821942057057,"H1-2/H1-0",2
"GO:0032414","GO:0032414","positive regulation of ion transmembrane transporter activity","2/411","40/5021",0.851127120372696,0.981067880031019,0.890821942057057,"TMSB4X/CCL2",2
"GO:0060191","GO:0060191","regulation of lipase activity","2/411","40/5021",0.851127120372696,0.981067880031019,0.890821942057057,"CCN1/AGT",2
"GO:0007369","GO:0007369","gastrulation","4/411","72/5021",0.852402316676514,0.982101444530003,0.891760431587666,"RPS6/RACK1/DUSP1/FN1",4
"GO:0055074","GO:0055074","calcium ion homeostasis","8/411","131/5021",0.852630213651858,0.982101444530003,0.891760431587666,"YWHAE/CALR/CD24/TMBIM6/TPT1/TRPM8/AGT/CAV1",8
"GO:0007268","GO:0007268","chemical synaptic transmission","11/411","174/5021",0.8554472417397,0.983718062018305,0.893228340546674,"NR4A1/NPY/CLSTN1/PLAT/ARF1/CCL2/PTGS2/PTN/AGT/CHRNA2/CDH1",11
"GO:0098916","GO:0098916","anterograde trans-synaptic signaling","11/411","174/5021",0.8554472417397,0.983718062018305,0.893228340546674,"NR4A1/NPY/CLSTN1/PLAT/ARF1/CCL2/PTGS2/PTN/AGT/CHRNA2/CDH1",11
"GO:0045934","GO:0045934","negative regulation of nucleobase-containing compound metabolic process","32/411","457/5021",0.855577212510328,0.983718062018305,0.893228340546674,"RPS13/TXN/H1-2/ENO1/CALR/HSPA8/RPL23/SPDEF/FLNA/PRDX5/AEBP1/JUN/FOSB/HOXB13/ZFP36/RPL10/YBX1/H1-0/LBH/RPS3/TMBIM6/SCGB1A1/PABPC1/EGR1/BASP1/CDKN1A/BHLHE40/DUSP1/TXNIP/MAGEH1/YWHAQ/CAV1",32
"GO:0009259","GO:0009259","ribonucleotide metabolic process","9/411","146/5021",0.856622644366315,0.983718062018305,0.893228340546674,"TPI1/ENO1/TMSB4X/MCCC2/ACLY/FASN/GAPDH/PDK4/ATP5F1B",9
"GO:0002221","GO:0002221","pattern recognition receptor signaling pathway","3/411","57/5021",0.85719198032017,0.983718062018305,0.893228340546674,"LTF/CAV1/HSPA1B",3
"GO:0007051","GO:0007051","spindle organization","3/411","57/5021",0.85719198032017,0.983718062018305,0.893228340546674,"FLNA/RPS3/HSPA1B",3
"GO:0099003","GO:0099003","vesicle-mediated transport in synapse","3/411","57/5021",0.85719198032017,0.983718062018305,0.893228340546674,"ACTG1/ACTB/CLSTN1",3
"GO:0048705","GO:0048705","skeletal system morphogenesis","4/411","73/5021",0.859790274283087,0.983718062018305,0.893228340546674,"LTF/CCN2/MGP/COL1A1",4
"GO:0006023","GO:0006023","aminoglycan biosynthetic process","1/411","23/5021",0.86036667153624,0.983718062018305,0.893228340546674,"CHPF",1
"GO:0006497","GO:0006497","protein lipidation","1/411","23/5021",0.86036667153624,0.983718062018305,0.893228340546674,"DPM3",1
"GO:0017156","GO:0017156","calcium-ion regulated exocytosis","1/411","23/5021",0.86036667153624,0.983718062018305,0.893228340546674,"ARF1",1
"GO:0030032","GO:0030032","lamellipodium assembly","1/411","23/5021",0.86036667153624,0.983718062018305,0.893228340546674,"BRK1",1
"GO:0030521","GO:0030521","androgen receptor signaling pathway","1/411","23/5021",0.86036667153624,0.983718062018305,0.893228340546674,"PMEPA1",1
"GO:0035307","GO:0035307","positive regulation of protein dephosphorylation","1/411","23/5021",0.86036667153624,0.983718062018305,0.893228340546674,"HSP90AB1",1
"GO:0060411","GO:0060411","cardiac septum morphogenesis","1/411","23/5021",0.86036667153624,0.983718062018305,0.893228340546674,"CCN1",1
"GO:1902117","GO:1902117","positive regulation of organelle assembly","1/411","23/5021",0.86036667153624,0.983718062018305,0.893228340546674,"SDC4",1
"GO:0000819","GO:0000819","sister chromatid segregation","2/411","41/5021",0.860715340463068,0.983718062018305,0.893228340546674,"NCAPD3/DUSP1",2
"GO:0005976","GO:0005976","polysaccharide metabolic process","2/411","41/5021",0.860715340463068,0.983718062018305,0.893228340546674,"GNMT/PYGB",2
"GO:0007052","GO:0007052","mitotic spindle organization","2/411","41/5021",0.860715340463068,0.983718062018305,0.893228340546674,"FLNA/HSPA1B",2
"GO:0032874","GO:0032874","positive regulation of stress-activated MAPK cascade","2/411","41/5021",0.860715340463068,0.983718062018305,0.893228340546674,"GADD45B/CCN2",2
"GO:0046488","GO:0046488","phosphatidylinositol metabolic process","2/411","41/5021",0.860715340463068,0.983718062018305,0.893228340546674,"SOCS3/DPM3",2
