"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001221","GO:0001221","transcription coregulator binding","1/403","33/5050",0.936301802010688,0.999999782271627,0.890688065181206,"RPL23",1
"GO:0015293","GO:0015293","symporter activity","1/403","33/5050",0.936301802010688,0.999999782271627,0.890688065181206,"SLC45A3",1
"GO:0051287","GO:0051287","NAD binding","1/403","33/5050",0.936301802010688,0.999999782271627,0.890688065181206,"GAPDH",1
"GO:0005543","GO:0005543","phospholipid binding","8/403","155/5050",0.936416485273124,0.999999782271627,0.890688065181206,"PEBP1/PSAP/HSPA8/PFN1/PLA2G2A/IGHM/JCHAIN/SERPINA5",8
"GO:0016791","GO:0016791","phosphatase activity","4/403","91/5050",0.940179192396496,0.999999782271627,0.890688065181206,"ACP3/CA3/MYH3/DUSP1",4
"GO:0008168","GO:0008168","methyltransferase activity","1/403","34/5050",0.941418480063248,0.999999782271627,0.890688065181206,"GNMT",1
"GO:0000977","GO:0000977","RNA polymerase II transcription regulatory region sequence-specific DNA binding","14/403","249/5050",0.942677336259219,0.999999782271627,0.890688065181206,"ENO1/FOS/XBP1/AEBP1/JUN/FOSB/JUND/HOXB13/NR4A1/RPS3/EGR1/BHLHE40/JUNB/CEBPD",14
"GO:0008017","GO:0008017","microtubule binding","2/403","57/5050",0.948991715773125,0.999999782271627,0.890688065181206,"RPS3/GAPDH",2
"GO:0000287","GO:0000287","magnesium ion binding","3/403","76/5050",0.949012768016273,0.999999782271627,0.890688065181206,"ENO1/ARF1/S100P",3
"GO:0005096","GO:0005096","GTPase activator activity","4/403","94/5050",0.949409467609229,0.999999782271627,0.890688065181206,"JUN/EEF1B2/RHOU/ERRFI1",4
"GO:0003727","GO:0003727","single-stranded RNA binding","1/403","36/5050",0.950454419223529,0.999999782271627,0.890688065181206,"PABPC1",1
"GO:0016741","GO:0016741","transferase activity, transferring one-carbon groups","1/403","36/5050",0.950454419223529,0.999999782271627,0.890688065181206,"GNMT",1
"GO:0043130","GO:0043130","ubiquitin binding","1/403","36/5050",0.950454419223529,0.999999782271627,0.890688065181206,"HSPB1",1
"GO:0043565","GO:0043565","sequence-specific DNA binding","19/403","328/5050",0.952234912851517,0.999999782271627,0.890688065181206,"ENO1/FOS/XBP1/SPDEF/PRDX5/AEBP1/JUN/FOSB/JUND/HOXB13/NR4A1/YBX1/RPS3/CHCHD2/EGR1/BASP1/BHLHE40/JUNB/CEBPD",19
"GO:0000976","GO:0000976","transcription cis-regulatory region binding","16/403","285/5050",0.954140173762666,0.999999782271627,0.890688065181206,"ENO1/FOS/XBP1/PRDX5/AEBP1/JUN/FOSB/JUND/HOXB13/NR4A1/RPS3/EGR1/BASP1/BHLHE40/JUNB/CEBPD",16
"GO:0001067","GO:0001067","transcription regulatory region nucleic acid binding","16/403","286/5050",0.955739519908636,0.999999782271627,0.890688065181206,"ENO1/FOS/XBP1/PRDX5/AEBP1/JUN/FOSB/JUND/HOXB13/NR4A1/RPS3/EGR1/BASP1/BHLHE40/JUNB/CEBPD",16
"GO:0016874","GO:0016874","ligase activity","2/403","60/5050",0.95861394977889,0.999999782271627,0.890688065181206,"MCCC2/ATP5F1B",2
"GO:0042578","GO:0042578","phosphoric ester hydrolase activity","5/403","115/5050",0.958680276289348,0.999999782271627,0.890688065181206,"ACP3/PDIA3/CA3/MYH3/DUSP1",5
"GO:0016747","GO:0016747","acyltransferase activity, transferring groups other than amino-acyl groups","2/403","61/5050",0.96141632390372,0.999999782271627,0.890688065181206,"FASN/SAT1",2
"GO:0032182","GO:0032182","ubiquitin-like protein binding","1/403","41/5050",0.967417595062104,0.999999782271627,0.890688065181206,"HSPB1",1
"GO:0000978","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","11/403","219/5050",0.969158218467985,0.999999782271627,0.890688065181206,"FOS/XBP1/JUN/FOSB/JUND/HOXB13/NR4A1/EGR1/BHLHE40/JUNB/CEBPD",11
"GO:0030695","GO:0030695","GTPase regulator activity","4/403","103/5050",0.969827254820888,0.999999782271627,0.890688065181206,"JUN/EEF1B2/RHOU/ERRFI1",4
"GO:0060589","GO:0060589","nucleoside-triphosphatase regulator activity","4/403","103/5050",0.969827254820888,0.999999782271627,0.890688065181206,"JUN/EEF1B2/RHOU/ERRFI1",4
"GO:0005126","GO:0005126","cytokine receptor binding","2/403","65/5050",0.970911406833196,0.999999782271627,0.890688065181206,"BEX3/CCL2",2
"GO:0004386","GO:0004386","helicase activity","1/403","43/5050",0.972450015864101,0.999999782271627,0.890688065181206,"SMARCA1",1
"GO:0000987","GO:0000987","cis-regulatory region sequence-specific DNA binding","11/403","225/5050",0.976156196211727,0.999999782271627,0.890688065181206,"FOS/XBP1/JUN/FOSB/JUND/HOXB13/NR4A1/EGR1/BHLHE40/JUNB/CEBPD",11
"GO:0140030","GO:0140030","modification-dependent protein binding","1/403","45/5050",0.976706797283459,0.999999782271627,0.890688065181206,"NCAPD3",1
"GO:1901981","GO:1901981","phosphatidylinositol phosphate binding","1/403","48/5050",0.981893521226542,0.999999782271627,0.890688065181206,"PFN1",1
"GO:0003682","GO:0003682","chromatin binding","8/403","187/5050",0.985870400494763,0.999999782271627,0.890688065181206,"H1-2/FOS/ACTB/NCAPD3/YBX1/H1-0/EGR1/SMARCA1",8
"GO:0005524","GO:0005524","ATP binding","23/403","431/5050",0.989624872737404,0.999999782271627,0.890688065181206,"CKB/HSP90AA1/ACTG1/PEBP1/HSP90AB1/HSPA8/HSPA5/MYH11/ACTG2/ACTA2/ACTB/MCCC2/ACLY/ABCC4/MYH7/SMARCA1/MYH3/ACTA1/CKM/PDK4/ATP5F1B/HSPA6/HSPA1B",23
"GO:0030554","GO:0030554","adenyl nucleotide binding","24/403","456/5050",0.992819286157322,0.999999782271627,0.890688065181206,"CKB/HSP90AA1/ACTG1/PEBP1/HSP90AB1/HSPA8/HSPA5/PFN1/MYH11/ACTG2/ACTA2/ACTB/MCCC2/ACLY/ABCC4/MYH7/SMARCA1/MYH3/ACTA1/CKM/PDK4/ATP5F1B/HSPA6/HSPA1B",24
"GO:0032559","GO:0032559","adenyl ribonucleotide binding","23/403","449/5050",0.994754078409694,0.999999782271627,0.890688065181206,"CKB/HSP90AA1/ACTG1/PEBP1/HSP90AB1/HSPA8/HSPA5/MYH11/ACTG2/ACTA2/ACTB/MCCC2/ACLY/ABCC4/MYH7/SMARCA1/MYH3/ACTA1/CKM/PDK4/ATP5F1B/HSPA6/HSPA1B",23
"GO:0019903","GO:0019903","protein phosphatase binding","1/403","64/5050",0.995287681930935,0.999999782271627,0.890688065181206,"RACK1",1
"GO:0015631","GO:0015631","tubulin binding","2/403","93/5050",0.99625238684071,0.999999782271627,0.890688065181206,"RPS3/GAPDH",2
"GO:0042393","GO:0042393","histone binding","1/403","69/5050",0.996908666423013,0.999999782271627,0.890688065181206,"NCAPD3",1
"GO:0035091","GO:0035091","phosphatidylinositol binding","1/403","74/5050",0.997972946073689,0.999999782271627,0.890688065181206,"PFN1",1
"GO:0019902","GO:0019902","phosphatase binding","1/403","75/5050",0.998137114629217,0.999999782271627,0.890688065181206,"RACK1",1
"GO:0003714","GO:0003714","transcription corepressor activity","1/403","78/5050",0.998554219209876,0.999999782271627,0.890688065181206,"BASP1",1
"GO:0140640","GO:0140640","catalytic activity, acting on a nucleic acid","3/403","130/5050",0.998622041585299,0.999999782271627,0.890688065181206,"RPS3/AZGP1/SMARCA1",3
"GO:0004672","GO:0004672","protein kinase activity","3/403","147/5050",0.999593862545147,0.999999782271627,0.890688065181206,"CCL2/CDKN1A/PDK4",3
"GO:0140098","GO:0140098","catalytic activity, acting on RNA","1/403","96/5050",0.999685122614143,0.999999782271627,0.890688065181206,"AZGP1",1
"GO:0016301","GO:0016301","kinase activity","5/403","200/5050",0.999771344978138,0.999999782271627,0.890688065181206,"CKB/CCL2/CDKN1A/CKM/PDK4",5
"GO:0140110","GO:0140110","transcription regulator activity","15/403","417/5050",0.999951222714267,0.999999782271627,0.890688065181206,"ENO1/FOS/XBP1/SPDEF/AEBP1/JUN/FOSB/JUND/HOXB13/NR4A1/EGR1/BASP1/BHLHE40/JUNB/CEBPD",15
"GO:0016773","GO:0016773","phosphotransferase activity, alcohol group as acceptor","3/403","180/5050",0.999964882416412,0.999999782271627,0.890688065181206,"CCL2/CDKN1A/PDK4",3
"GO:0016772","GO:0016772","transferase activity, transferring phosphorus-containing groups","5/403","241/5050",0.99998648492053,0.999999782271627,0.890688065181206,"CKB/CCL2/CDKN1A/CKM/PDK4",5
"GO:0003712","GO:0003712","transcription coregulator activity","1/403","181/5050",0.999999782271627,0.999999782271627,0.890688065181206,"BASP1",1
